user_id,ageinyears,gender,married,has_children,home_country,"Free Hotel meal index (based on Scaled age in years, has children/not, and average discount on booked flights",Free Checked Bags perk index ( length of stay and Average Number of Bags Checked ),No Cancellation fee perk index (that included proportion of cancellation and normalised Atbbf),1 Night Free Hotel with Flight Perk index,Exclusive discount perk (Bargain index) includes Scaled ADSPKM and Scaled browsing duration per session
519368,19,F,FALSE,TRUE,usa,1.028169014,0.00482084355,0.9900159163,0,0.03733138137
519393,49,F,FALSE,TRUE,usa,1.450704225,0.1076683195,0.9685481411,0,0.06642789919
519406,23,F,FALSE,FALSE,canada,0.08450704225,0,0,0,0.0759437415
519446,48,F,TRUE,FALSE,usa,0.4366197183,0.2347437975,0.9788734643,0,0.1108961623
519469,34,M,FALSE,FALSE,usa,0.2394366197,0.06886175504,1.234719647,0.4215081405,0.2619470877
519532,44,F,FALSE,FALSE,canada,0.3802816901,0.2480263951,0.981984861,0.2222222222,0.1007703301
519541,47,M,TRUE,FALSE,usa,0.4225352113,0.1046057343,0.9782916889,0.09023136247,0.101197323
519561,71,F,TRUE,FALSE,usa,0.7605633803,0,0,0,0.0236066088
519595,42,M,FALSE,FALSE,usa,0.3896126761,0.05926815854,0.9777103022,0,0.1384402125
519596,40,F,TRUE,TRUE,usa,1.323943662,0.01210046632,0.9826262251,0,0.1394436892
519604,54,F,FALSE,FALSE,usa,0.5211267606,0.07393714394,0.9795675179,0,0.08765554742
519687,24,F,TRUE,TRUE,usa,1.098591549,0,0,0,0.07393077486
519694,32,F,FALSE,FALSE,canada,0.2112676056,0.09678412043,0.9862315662,0,0.2375300638
519706,62,F,FALSE,TRUE,canada,1.633802817,0,0,0.4628963153,0.07813970511
519726,43,F,TRUE,FALSE,usa,0.3661971831,0.008352787993,0.9864305686,0,0.05416710237
519747,45,M,TRUE,FALSE,usa,0.4110328638,0.08821607408,1.124990674,0.06458970906,0.2812820231
519769,41,O,TRUE,TRUE,usa,1.388028169,0.07196036505,0.9815741858,0.1302485004,0.1431208682
519787,17,F,FALSE,TRUE,canada,1,0.4581407763,1.309846279,0.3333333333,0.0979033776
519799,37,F,FALSE,TRUE,usa,1.321690141,0.08407336794,0.9844658633,0,0.161241178
519846,57,F,FALSE,TRUE,usa,1.613380282,0.01262668131,0.9820920537,0.1666666667,0.2054080206
519848,43,F,FALSE,FALSE,usa,0.3661971831,0.01451967094,0.980170442,0.1666666667,0.1510334972
519853,41,F,FALSE,TRUE,usa,1.363028169,0.008810213399,0.9890528336,0,0.1020942348
519888,39,F,FALSE,FALSE,usa,0.3098591549,0.1895272589,0.9816555629,0.08033419023,0.1813499948
519896,47,F,TRUE,FALSE,usa,0.4225352113,0.3550388526,0.7539284767,0.2114824336,0.2535117989
519897,17,F,FALSE,FALSE,usa,0,0,0,0,0.03385443898
519905,41,F,TRUE,FALSE,canada,0.338028169,0.1900894242,0.9810848976,0,0.1033932866
519911,39,F,FALSE,FALSE,canada,0.3265258216,0.04129073232,0.9828510729,0,0.1744157106
519961,30,F,FALSE,FALSE,usa,0.1830985915,0.1345678688,0.9777329975,0,0.1326524684
519965,38,M,FALSE,TRUE,usa,1.329107981,0.1328653867,0.9794612213,0.04970008569,0.1881453951
519982,21,F,FALSE,TRUE,usa,1.056338028,0.6364712404,1.528070364,0,0.1239150894
520054,35,F,FALSE,TRUE,usa,1.253521127,0.01135779419,0.9833801265,0,0.1635992889
520063,37,F,FALSE,TRUE,usa,1.281690141,0.01214140503,0.9825846674,0,0.1131919424
520097,52,F,TRUE,FALSE,usa,0.5429577465,0.09921990155,0.9841736313,0,0.184182909
520141,43,F,FALSE,FALSE,usa,0.3661971831,0.1026717714,0.9802548935,0,0.1628673011
520152,47,F,TRUE,TRUE,usa,1.455868545,0.1922643341,0.9788771029,0.08333333333,0.1543468381
520193,49,F,FALSE,FALSE,usa,0.4507042254,0.1907643438,0.9803997732,0,0.07759071421
520225,42,F,FALSE,TRUE,usa,1.402112676,0.1204105961,0.9801617401,0,0.1938309386
520265,42,F,TRUE,TRUE,usa,1.352112676,0.06087179588,0.9779021786,0.005141388175,0.1154710865
520277,39,F,FALSE,FALSE,usa,0.3098591549,0.01340382002,0.9813031646,0,0.1253529227
520291,36,M,TRUE,FALSE,usa,0.2676056338,0.2351556654,0.9801219607,0.01645244216,0.2388720415
520311,48,F,TRUE,TRUE,usa,1.474119718,0.1858332109,0.9901475211,0,0.1315585451
520397,44,F,TRUE,FALSE,usa,0.3802816901,0.114952149,1.319606347,0,0.2098975217
520411,39,F,TRUE,FALSE,usa,0.3098591549,0.0946181742,0.9884302617,0,0.1099811775
520429,51,M,TRUE,TRUE,usa,1.478873239,0.581305486,1.200363246,0,0.08376032626
520436,46,F,TRUE,FALSE,usa,0.4084507042,0.1534302066,0.982470638,0,0.2130084701
520440,35,F,TRUE,FALSE,usa,0.2535211268,0,0,0,0.09816770655
520480,38,F,FALSE,FALSE,canada,0.3624413146,0.07478782661,0.9812190937,0.04524421594,0.1431095585
520532,47,F,TRUE,FALSE,usa,0.4225352113,0.1505269419,0.9764608584,0.06748071979,0.1681132141
520539,51,F,TRUE,TRUE,usa,1.491373239,0.4243138,0.9433190326,0.08333333333,0.1392262271
520556,34,F,FALSE,TRUE,usa,1.25193662,0.146438456,0.9787041024,0.1222022279,0.1611281937
520558,36,F,FALSE,FALSE,usa,0.2676056338,0.01274524294,0.9819716994,0,0.107053226
520603,24,F,FALSE,FALSE,usa,0.0985915493,0,0,0,0.04263829342
520680,43,F,TRUE,FALSE,usa,0.5661971831,0.01662074703,0.9780375974,0,0.2024344237
520719,24,M,FALSE,FALSE,usa,0.0985915493,0.1040687848,0.9788367572,0,0.1341367772
520733,41,F,TRUE,FALSE,usa,0.3546948357,0.07703648785,0.9764213117,0,0.1636805599
520762,29,F,FALSE,FALSE,usa,0.1690140845,0.1943839677,0.9767254203,0,0.09241346858
520770,40,F,FALSE,FALSE,usa,0.323943662,0.1104381675,0.9754751263,0.1311053985,0.1288298651
520771,58,F,TRUE,TRUE,usa,1.577464789,0,0,0,0.09570741399
520780,70,F,FALSE,FALSE,usa,0.7464788732,0,0,0,0.01354177559
520819,49,F,TRUE,TRUE,usa,1.450704225,0.01356290023,0.9811416791,0,0.1004450021
520821,42,F,FALSE,FALSE,usa,0.3521126761,0.1001264402,0.9828387103,0,0.1357837499
520844,20,F,FALSE,TRUE,usa,1.042253521,0.009691336847,0.9850717808,0,0.1052232563
520851,53,F,TRUE,TRUE,usa,1.507042254,0.08261928132,0.9826966951,0.2666666667,0.1999953525
520898,42,F,TRUE,TRUE,usa,1.377112676,0.09933458097,0.9836425425,0.2222222222,0.1209711743
520902,38,F,FALSE,FALSE,usa,0.3082746479,0.1872707561,0.9839461842,0.08333333333,0.129219959
520959,49,F,FALSE,FALSE,usa,0.4507042254,0.01349981697,0.9812057162,0.2097686375,0.07722472028
521000,47,F,TRUE,FALSE,usa,0.4225352113,0.07586984646,0.9776055928,0,0.2016626582
521009,67,F,TRUE,FALSE,usa,0.7042253521,0,0,0.3333333333,0.06309735439
521031,43,F,FALSE,FALSE,canada,0.3661971831,0.08412166476,0.9811715955,0.1688946015,0.1489595315
521033,42,M,TRUE,TRUE,usa,1.352112676,0.103195814,0.9786681592,0.1602113682,0.1592073617
521060,39,F,FALSE,FALSE,usa,0.3098591549,0.1886628954,0.9825329956,0.1566164769,0.1861079159
521065,44,F,TRUE,TRUE,usa,1.41778169,0.5584385539,1.125954081,0.4151670951,0.1383997775
521127,41,F,TRUE,FALSE,usa,0.388028169,0.1293483701,0.9830314154,0.06437017995,0.2626067279
521152,45,F,TRUE,FALSE,canada,0.3943661972,0.0130568302,0.981655401,0.2222222222,0.1106928323
521185,46,F,TRUE,TRUE,usa,1.408450704,0.1865028523,0.9847256988,0.2587403599,0.1346857681
521186,53,F,FALSE,FALSE,usa,0.5070422535,0.1257168762,0.9867178177,0.1823479006,0.09955035031
521187,74,F,TRUE,FALSE,usa,0.8028169014,0,0,0,0.1126448
521212,41,M,TRUE,TRUE,usa,1.421361502,0.248723523,1.181277192,0.1114053128,0.4153735409
521259,35,F,FALSE,FALSE,usa,0.3285211268,0.01460162014,0.9800872537,0.05449871465,0.1794804245
521282,32,F,FALSE,FALSE,usa,0.2112676056,0.1983163648,0.9767003497,0,0.1674422252
521295,40,F,FALSE,TRUE,usa,1.423943662,0.09600016658,0.9870273735,0.1311053985,0.2075536446
521298,37,F,FALSE,FALSE,usa,0.2816901408,0.07270549414,0.9766452201,0.5479177378,0.135234759
521309,50,F,FALSE,TRUE,usa,1.514788732,0.1945135005,0.9765939289,0.03341902314,0.1440156779
521316,43,F,FALSE,FALSE,usa,0.3911971831,0.1071918766,0.975666444,0.05604113111,0.1751590172
521335,33,F,FALSE,FALSE,usa,0.2253521127,0.01299485404,1.181718314,0.08333333333,0.2887169298
521343,36,F,FALSE,FALSE,usa,0.3276056338,0.1206526163,0.9798745957,0,0.21970243
521379,56,F,TRUE,FALSE,usa,0.5492957746,0.02309033867,0.9714701851,0,0.06532991739
521434,48,F,TRUE,FALSE,usa,0.4866197183,0.2348971182,0.9784671296,0.1111111111,0.1702323989
521462,58,F,TRUE,TRUE,usa,1.577464789,0.1919420043,0.9789862014,0.3333333333,0.1826309735
521509,55,F,TRUE,FALSE,usa,0.5352112676,0.1070847914,0.9757751483,0.08333333333,0.2009306703
521514,29,F,FALSE,TRUE,usa,1.219014085,0.09805962591,0.984936775,0.1061696658,0.1200287186
521587,33,F,FALSE,FALSE,usa,0.2253521127,0.1000616897,0.9829044398,0.08333333333,0.1249869288
521607,41,F,FALSE,FALSE,usa,0.4213615023,0.07439071373,0.9791070901,0.04524421594,0.1703644212
521609,51,M,TRUE,TRUE,canada,1.478873239,0.0986060922,0.9843820461,0.1666666667,0.1173010562
521642,58,F,TRUE,FALSE,usa,0.5774647887,0,0,0.03187660668,0.08043733371
521663,34,M,FALSE,FALSE,usa,0.2394366197,0,0,0,0.14603158
521695,38,M,TRUE,FALSE,canada,0.2957746479,0.0706935839,0.9828601208,0.0498714653,0.0838532771
521708,47,F,TRUE,FALSE,usa,0.4725352113,0.1468272381,0.9758093046,0.01371036847,0.2030446119
521719,20,F,FALSE,FALSE,usa,0.04225352113,0.00848819204,0.9862931172,0,0.1557304193
521720,44,M,FALSE,FALSE,usa,0.3802816901,0.1469919582,0.9800492914,0.01336760925,0.1218759803
521743,38,F,FALSE,FALSE,canada,0.2957746479,0.06454964611,0.9802244891,0.007969151671,0.1850099341
521748,39,M,FALSE,FALSE,usa,0.3098591549,0.09612334964,0.9869023279,0.1681805199,0.09198647565
521768,47,F,FALSE,FALSE,usa,0.4225352113,0.1353507564,0.9866725135,0,0.09918435637
521818,17,F,FALSE,FALSE,usa,0,0.4254286782,1.015807685,0.05347043702,0.1000731988
521865,44,F,TRUE,TRUE,usa,1.40528169,0.1045585575,0.9783395791,0,0.2264622047
521956,27,F,FALSE,FALSE,canada,0.1408450704,0.1037111774,0.9791997717,0.08333333333,0.1758600857
521963,24,M,TRUE,FALSE,canada,0.2485915493,0.009638815329,0.9851250965,0.1666666667,0.3071488849
521986,51,M,TRUE,TRUE,usa,1.478873239,0.1999529397,0.971072245,0,0.1412736589
522001,66,F,TRUE,FALSE,usa,0.6901408451,0,0,0,0.1452995922
522005,46,F,FALSE,TRUE,usa,1.408450704,0.01250893866,0.9822115767,0.1100257069,0.09772038063
522062,50,F,TRUE,FALSE,canada,0.4647887324,0.09703019938,0.9869820746,0,0.1394436892
522086,39,F,TRUE,TRUE,usa,1.434859155,0.01268531863,0.9820325298,0,0.2364529035
522112,44,F,TRUE,TRUE,canada,1.38028169,0.1027166827,0.9802093031,0,0.07942068389
522118,50,F,TRUE,FALSE,usa,0.4647887324,0.1287349809,0.9811964847,0,0.08381261111
522184,24,F,FALSE,TRUE,usa,1.098591549,0,0,0,0.001219979783
522201,46,F,TRUE,FALSE,usa,0.4084507042,0,0,0,0.04922618425
522233,40,M,FALSE,FALSE,usa,0.348943662,0.1190925996,1.148166332,0.147141633,0.2940979543
522237,29,F,FALSE,FALSE,usa,0.1690140845,0.1927621185,0.978371792,0.1666666667,0.1009329941
522315,34,F,FALSE,FALSE,usa,0.2394366197,0.0123959557,0.9823262679,0,0.1579263829
522364,33,F,FALSE,FALSE,usa,0.2253521127,0.1317051483,0.9806390026,0.00411311054,0.09936735334
522373,37,F,FALSE,TRUE,usa,1.281690141,0.0184876062,0.9761425112,0.1666666667,0.1021123079
522375,51,F,FALSE,FALSE,usa,0.4788732394,0.1289466518,0.9819136547,0.3917737789,0.0607549932
522402,44,M,FALSE,FALSE,usa,0.4136150235,0.07354415791,0.9801790499,0.1666666667,0.09443319388
522426,43,M,FALSE,TRUE,canada,1.378697183,0.05906880173,0.9797324342,0.08333333333,0.2217251574
522427,24,M,FALSE,FALSE,usa,0.1735915493,0.09735899333,0.9856480012,0,0.1603893041
522438,55,M,TRUE,TRUE,canada,1.535211268,0.08188632216,0.9834407366,0.08568980291,0.2677245634
522441,34,M,TRUE,FALSE,usa,0.2394366197,0.1406327108,0.9715764547,0.01439588689,0.1101641744
522476,48,F,TRUE,FALSE,usa,0.4366197183,0.1635278609,0.9709570382,0.08333333333,0.1216929834
522513,41,F,FALSE,FALSE,canada,0.338028169,0.09698539176,0.9860272516,0,0.1427376346
522523,32,F,FALSE,TRUE,usa,1.211267606,0.008613688473,0.9861657233,0,0.08399560807
522532,37,F,FALSE,FALSE,usa,0.2816901408,0.07764192119,0.9758067242,0.1384012731,0.1571943951
522624,28,F,FALSE,FALSE,usa,0.1549295775,0,0,0.3541559554,0.1264509045
522631,31,F,FALSE,FALSE,usa,0.1971830986,0.5477646529,0.9762792662,0,0.06368294468
522634,34,F,FALSE,FALSE,usa,0.2727699531,0.136411206,0.9714599657,0.1953727506,0.1241025941
522639,35,F,FALSE,FALSE,usa,0.3535211268,0.1027504101,0.9801750658,0,0.1626507617
522654,41,F,FALSE,TRUE,usa,1.413028169,0.1026231906,0.9803042088,0,0.4052242842
522687,45,F,TRUE,TRUE,usa,1.394366197,0.3089233538,0.9760024524,0.1111111111,0.137467322
522745,48,F,FALSE,FALSE,usa,0.4366197183,0.008398720389,0.9863839417,0.2222222222,0.0911324898
522788,48,F,TRUE,FALSE,usa,0.4366197183,0,0,0.1860325621,0.1028442957
522809,53,F,TRUE,TRUE,canada,1.507042254,0.3690969996,0.978509551,0,0.1901338492
522911,39,M,TRUE,TRUE,usa,1.309859155,0,0,0,0.1244379379
522927,35,F,FALSE,FALSE,usa,0.2535211268,0.1909102404,0.9802516706,0,0.08710655652
522937,45,F,FALSE,FALSE,usa,0.3943661972,0.171776958,0.9743526408,0.06293059126,0.2432029698
522939,43,F,FALSE,TRUE,usa,1.366197183,0.1141150487,0.9686385931,0,0.1431036286
522944,55,F,TRUE,FALSE,usa,0.6352112676,0.2841254105,0.9751964986,0,0.113690479
522999,35,F,TRUE,FALSE,usa,0.2535211268,0.01366149773,0.9810415908,0.1111111111,0.09833037053
523077,31,F,FALSE,FALSE,usa,0.1971830986,0.1823157928,0.9889760668,0.1119194516,0.157743386
523090,35,F,FALSE,TRUE,usa,1.353521127,0.1925626101,0.9785743169,0,0.1319480047
523228,32,F,TRUE,FALSE,canada,0.2779342723,0.1228352658,0.9896429983,0.09781491003,0.153943303
523256,37,F,FALSE,FALSE,usa,0.2816901408,0.01782915676,0.9768109165,0.1111111111,0.1562794102
523290,34,F,FALSE,FALSE,usa,0.2394366197,0.1005328757,0.9824261295,0.1111111111,0.1540834466
523301,38,F,FALSE,TRUE,usa,1.295774648,0.07279146648,0.9807305181,0,0.1211439925
523338,38,F,TRUE,TRUE,usa,1.295774648,0.1923752908,0.9787644685,0.04652956298,0.1926754738
523454,57,F,FALSE,FALSE,usa,0.5800469484,0.2006210202,0.9703940631,0.1172236504,0.1124127551
523484,41,F,FALSE,FALSE,usa,0.363028169,0.1489670432,0.9877385025,0,0.1243001706
523503,70,F,TRUE,FALSE,usa,0.7464788732,0.6358861967,0,0,0.08726922049
523505,48,F,FALSE,FALSE,usa,0.4366197183,0.06805446804,0.9855391403,0.06666666667,0.1418226498
523511,37,M,FALSE,TRUE,usa,1.356690141,0.5089051893,0,0,0.2066076448
523517,29,F,FALSE,FALSE,usa,0.1690140845,0.1880839701,0.9831206743,0,0.06990484158
523559,46,M,TRUE,FALSE,usa,0.4084507042,0.00974135886,0.9840575365,0,0.08308062324
523612,45,F,TRUE,TRUE,usa,1.394366197,0.00737770974,0.9874203901,0,0.1257189167
523666,53,M,TRUE,FALSE,usa,0.6070422535,0.05687505515,0.9819593503,0,0.2364760783
523690,42,M,FALSE,FALSE,usa,0.3521126761,0.09993947187,0.9830285056,0.1123307626,0.1498745164
523700,58,F,TRUE,TRUE,usa,1.577464789,0.02317561434,0.9713836201,0.7179091688,0.1513384921
523710,42,F,FALSE,FALSE,usa,0.3521126761,0.1353244637,0.9769649629,0,0.123868614
523715,43,F,TRUE,TRUE,usa,1.366197183,0.8465172998,1.117865693,0,0.06242810833
523746,24,F,FALSE,FALSE,usa,0.1735915493,0.10511892,0.9788944213,0,0.1213003216
523768,56,F,TRUE,FALSE,canada,0.5492957746,0.003738525888,1.241114599,0,0.3058663599
523771,35,F,FALSE,TRUE,usa,1.253521127,0.1871888388,0.9840293401,0.2222222222,0.08838753529
523787,41,F,TRUE,TRUE,usa,1.338028169,0.01814478045,0.9764905205,0,0.1361497438
523800,37,F,FALSE,FALSE,usa,0.2816901408,0.006934882508,0.9879514088,0.01988003428,0.1251699258
523807,53,F,TRUE,TRUE,usa,1.507042254,0.01291459771,0.981799784,0.1666666667,0.08015267176
523819,42,F,TRUE,FALSE,usa,0.3521126761,0.02896234648,0.9655093921,0.08740359897,0.1233399561
523841,47,F,TRUE,FALSE,usa,0.4225352113,0.1317519581,0.980591485,0,0.09094949284
523860,40,F,TRUE,TRUE,usa,1.323943662,0.01458470859,0.9737733336,0.6772922022,0.0382463662
523866,17,F,FALSE,FALSE,canada,0,0.08197377644,0.9727285931,0,0.1414566559
523887,23,F,FALSE,FALSE,usa,0.08450704225,0,0,0.1233933162,0.04776220851
523913,36,M,FALSE,TRUE,usa,1.292605634,0.1035071061,0.9788636607,0,0.113145876
523981,52,F,FALSE,FALSE,canada,0.4929577465,0.1032166183,0.9814447081,0.08333333333,0.1403586741
524001,45,F,FALSE,FALSE,canada,0.3943661972,0.05681449267,0.9820208285,0.04678663239,0.1549984315
524038,41,F,FALSE,FALSE,canada,0.338028169,0.01115331605,0.9835876964,0.02506426735,0.1376137195
524043,55,F,TRUE,FALSE,usa,0.5352112676,0.151250219,0.9846835872,0.1410494961,0.1385287044
524046,58,F,TRUE,FALSE,usa,0.5941314554,0.5183208951,0.4806799287,0.1386175378,0.1570073813
524057,72,F,TRUE,FALSE,usa,0.7746478873,0,0,0,0.05654606295
524076,55,F,TRUE,FALSE,usa,0.5352112676,0.1049050208,0.9779878772,0,0.09808637457
524098,43,F,FALSE,FALSE,usa,0.3661971831,0,0,0,0.1343197741
524116,54,M,FALSE,FALSE,usa,0.5211267606,0.1011588661,0.9833718452,0,0.1637822859
524167,41,M,FALSE,TRUE,usa,1.375528169,0.01482355227,0.9798619659,0.25,0.2099498687
524169,38,F,TRUE,TRUE,usa,1.295774648,0.1331747722,0.9761105575,0,0.1930618007
524172,20,F,FALSE,FALSE,usa,0.04225352113,0,0,0,0.09979434627
524180,56,F,FALSE,FALSE,canada,0.5992957746,0.1890866206,0.9821028637,0.1689558085,0.1860364871
524211,33,F,FALSE,FALSE,usa,0.2253521127,0.07196902291,0.9815653971,0.2222222222,0.1032102897
524244,36,F,FALSE,FALSE,usa,0.2676056338,0.09832274404,0.9846696785,0.01970865467,0.1652462616
524251,49,F,TRUE,TRUE,usa,1.450704225,0.1828369875,0.9884469916,0.2961439589,0.1048369294
524313,50,F,TRUE,FALSE,usa,0.4647887324,0.1060182792,0.9768577863,0.5,0.208067552
524365,47,F,TRUE,FALSE,usa,0.4325352113,0.04764193288,0.9823751363,0,0.2338728362
524383,33,F,FALSE,FALSE,canada,0.2253521127,0.02285129556,0.9717128426,0,0.09643940186
524412,52,F,TRUE,FALSE,usa,0.5054577465,0.1469890944,0.9800521985,0.2020810381,0.1449981881
524419,74,F,TRUE,FALSE,usa,0.8028169014,0.02633268087,0.9654856333,0,0.04757921154
524484,22,F,FALSE,FALSE,canada,0.07042253521,0.6360107359,0,0,0.04629823277
524572,45,F,TRUE,TRUE,usa,1.444366197,0.01197713967,0.9827514165,0,0.1295111358
524606,32,F,FALSE,FALSE,usa,0.2612676056,0.3639699444,0,0,0.07952042234
524668,46,F,FALSE,FALSE,usa,0.4084507042,0.1939416191,0.9771744573,0.07017994859,0.1178500471
524722,52,M,TRUE,TRUE,usa,1.509624413,0.1292088446,0.9831730506,0.02879177378,0.1929187022
524728,46,F,TRUE,FALSE,usa,0.4084507042,0.1886187898,0,0,0.06459792952
524739,71,F,FALSE,FALSE,usa,0.7605633803,0.1963872839,0.9746918139,0.1059125964,0.1144341037
524766,35,M,FALSE,TRUE,canada,1.278521127,0.187858536,0.983349517,0.5287917738,0.09507178289
524797,31,F,FALSE,TRUE,usa,1.197183099,0,0,0,0.02822219898
524807,30,F,FALSE,TRUE,canada,1.183098592,0.07604822604,0.9774245161,0.1953727506,0.06844086584
524834,43,F,TRUE,TRUE,usa,1.441197183,0.1064032721,0.9764669723,0.02596401028,0.1935349808
524842,33,F,TRUE,TRUE,usa,1.225352113,0,0,0.4094258783,0.04074732476
524861,31,F,FALSE,FALSE,canada,0.1971830986,0.0705561643,0.9829996182,0.1666666667,0.1289111971
524895,41,F,FALSE,FALSE,usa,0.338028169,0.0707658781,0.9827867335,0,0.09325525463
524909,50,M,FALSE,FALSE,usa,0.4647887324,0.07131128077,0.9822330843,0,0.1290128621
524926,42,F,FALSE,FALSE,usa,0.4271126761,0.06018896828,0.976969368,0,0.1718916019
524940,26,F,TRUE,TRUE,usa,1.126760563,0,0,0,0.107053226
524980,49,F,TRUE,FALSE,usa,0.5340375587,0.1489483763,1.228063292,0,0.3246614686
525022,48,F,TRUE,FALSE,usa,0.4366197183,0.5278963932,1.065013821,0.2077977721,0.17180801
525034,52,F,TRUE,FALSE,canada,0.4929577465,0.1868653816,0.984357688,0,0.07374777789
525081,56,F,TRUE,TRUE,usa,1.599295775,0.01303222868,0.9816803744,0.181748072,0.1287901364
525106,35,F,FALSE,FALSE,usa,0.2535211268,0.01698107464,0.9776718217,0,0.1136411168
525168,57,F,TRUE,FALSE,canada,0.5633802817,0.1043478173,0.9785535057,0,0.1383457074
525176,70,F,FALSE,FALSE,usa,0.7464788732,0.1906372945,0.9805287435,0,0.2593067029
525201,50,M,FALSE,FALSE,usa,0.4647887324,0.1902609647,0.9774631586,0.06666666667,0.1502405103
525212,17,M,FALSE,FALSE,usa,0,0.1014566449,0.9814883928,0.01233933162,0.1679912161
525227,39,F,TRUE,FALSE,usa,0.3098591549,0.09896873318,0.9840139219,0,0.2115444944
525308,47,M,TRUE,TRUE,usa,1.422535211,0.007191682736,0,0,0.1811669978
525377,26,F,FALSE,FALSE,usa,0.1267605634,0,0,0,0.1609559994
525379,17,F,FALSE,FALSE,usa,0,0,0,0,0.03220746628
525389,36,F,FALSE,FALSE,usa,0.2676056338,0.0138607987,0.9808392764,0.3443873179,0.08645590064
525405,25,F,FALSE,FALSE,usa,0.1126760563,0.191275466,0.9798809228,0,0.1178500471
525415,37,F,TRUE,TRUE,canada,1.281690141,0.08192737073,0.9714564783,0.0735218509,0.1357430839
525488,28,F,FALSE,TRUE,usa,1.154929577,0.293150575,1.320571486,0.3333333333,0.1106928323
525529,49,F,FALSE,FALSE,canada,0.4507042254,0.1293320648,0.9830479672,0,0.1211439925
525546,45,F,TRUE,TRUE,usa,1.394366197,0.1033400248,0.9795765361,0.06216591178,0.1723831434
525591,44,F,FALSE,FALSE,usa,0.3802816901,0.1008679636,0.9889055516,0,0.1162030743
525610,39,M,FALSE,FALSE,usa,0.3298591549,0.3061481754,1.089748592,0.0264781491,0.1996935996
525671,45,F,TRUE,FALSE,usa,0.3943661972,0.1044004984,0.9798782667,0.2309625821,0.292612151
525761,23,F,FALSE,FALSE,usa,0.08450704225,0,0,0.1989717224,0.02350494382
525769,36,F,FALSE,FALSE,usa,0.2676056338,0.1171754046,0.9829309681,0,0.2605876817
525804,48,F,FALSE,TRUE,usa,1.436619718,0.1032163391,0.9797020919,0.1666666667,0.1671860295
525806,38,F,FALSE,TRUE,usa,1.295774648,0.1001757868,0.9850654969,0,0.1317578166
525842,41,F,TRUE,FALSE,usa,0.338028169,0.1848678089,0.9863854641,0,0.1176670501
525844,35,M,FALSE,FALSE,usa,0.3035211268,0.1141141659,1.186553373,0,0.4469728239
525848,58,F,TRUE,TRUE,usa,1.577464789,0,0,0.3333333333,0.06238163291
525920,43,M,FALSE,FALSE,usa,0.3661971831,0.1911980983,0.9812562624,0.3333333333,0.1692721949
525975,42,F,TRUE,FALSE,usa,0.3771126761,0.1496355997,0.9773656778,0.03933161954,0.1693005539
525996,45,M,FALSE,FALSE,usa,0.3943661972,0.1059412199,0.9769360107,0.01893744644,0.1778730524
526036,69,F,TRUE,FALSE,usa,0.7323943662,0,0,0,0.06606190526
526062,44,M,TRUE,FALSE,usa,0.4552816901,0.1061714004,0.9742520839,0.1051328192,0.2545082217
526084,40,F,FALSE,FALSE,usa,0.323943662,0.07526329631,0.978221314,0.1111111111,0.1286468681
526102,47,F,TRUE,FALSE,usa,0.5225352113,0.09811462035,0.9871618988,0.25,0.2973235289
526154,38,F,FALSE,TRUE,usa,1.295774648,0.01167196604,0.984185643,0,0.1194970198
526174,51,F,FALSE,FALSE,usa,0.5288732394,0.02080346691,0.9737916345,0.1865467009,0.0908872683
526206,17,M,FALSE,TRUE,usa,1,0.02971396896,0.9647464051,0,0.1892188644
526235,45,M,FALSE,FALSE,usa,0.3943661972,0.1057672065,0.9771126552,0.5,0.101563317
526239,37,F,TRUE,TRUE,usa,1.281690141,0.1918016384,0.9793467946,0,0.07002683956
526256,38,F,FALSE,FALSE,usa,0.2957746479,0.1329721474,0.9793528463,0.1005059779,0.1484105406
526258,56,F,TRUE,FALSE,canada,0.5492957746,0.07736373158,0.97608912,0,0.1835662914
526297,39,F,FALSE,FALSE,usa,0.3398591549,0.0900342858,0.9717465859,0,0.1472082318
526332,28,F,FALSE,FALSE,canada,0.1549295775,0.1938270673,0.9772907411,0.2149957155,0.1048572624
526365,28,F,FALSE,FALSE,usa,0.1882629108,0.1909454569,0.9802159217,0.3650385604,0.1734551521
526367,44,F,TRUE,FALSE,usa,0.3802816901,0.1938337043,0.9772840038,0,0.1431036286
526372,47,F,FALSE,TRUE,usa,1.422535211,0.1131141245,0.9696546513,0,0.1282808742
526378,48,F,FALSE,TRUE,canada,1.511619718,0.1473210393,0.9812542596,0,0.2346983625
526409,53,M,FALSE,FALSE,usa,0.5070422535,0.1054720681,0.976431612,0,0.1709191676
526443,44,F,TRUE,TRUE,usa,1.43028169,0.1868546284,0,0,0.09391257604
526490,43,F,FALSE,FALSE,usa,0.3661971831,0.1040413514,0.9788646054,0.04061696658,0.1260849106
526495,36,M,FALSE,TRUE,usa,1.267605634,0.1028692217,0.9772325668,0.3333333333,0.1171993912
526540,50,F,TRUE,FALSE,canada,0.4647887324,0.1438380107,0.9832509268,0.1010197087,0.1355804199
526565,29,F,FALSE,FALSE,usa,0.2440140845,0.1942732928,0.9768377686,0.1954298772,0.2317623981
526668,38,M,FALSE,TRUE,usa,1.295774648,0.07613579381,0.9773356243,0,0.1396266862
526676,37,F,FALSE,TRUE,canada,1.365023474,0.2493647828,1.23099477,0.2562982005,0.112148298
